window1,topic1,topic1_words,window2,successors,successors_words,successors_similarities,coverage_forward,coverage_backward,coverage_sum_forward,coverage_sum_backward,relation
41,13,"['america', 'president', 'realdonaldtrump', 'housegop', 'white', 'leadership', 'trump', 'donald', 'potus', 'house']",42,[],[],[],[],[],0.0,0.0,disappeared
41,14,"['school', 'choice', 'education', 'parent', 'child', 'student', 'week', 'educational', 'kid', 'national']",42,[],[],[],[],[],0.0,0.0,disappeared
41,15,"['china', 'communist', 'vladimir', 'iran', 'chinese', 'regime', 'iranian', 'putin', 'party', 'war']",42,[],[],[],[],[],0.0,0.0,disappeared
41,16,"['wildfire', 'disaster', 'emergency', 'management', 'fire', 'federal', 'agency', 'california', 'helene', 'recovery']",42,[],[],[],[],[],0.0,0.0,disappeared
41,17,"['pardon', 'officer', 'donald', 'police', 'trump', 'assault', 'capitol', 'law', 'investigation', 'violent']",42,[],[],[],[],[],0.0,0.0,disappeared
41,18,"['kash', 'patel', 'bureau', 'of', 'investigation', 'federal', 'director', 'confirm', 'need', 'hearing']",42,[14],"[['kash', 'patel', 'bureau', 'investigation', 'of', 'federal', 'director', 'confirm', 'hearing', 'epstein']]",[0.818],[1.0],[1.0],1.0,1.0,unclear
41,19,"['student', 'young', 'community', 'academy', 'tour', 'school', 'mentor', 'service', 'visit', 'meet']",42,[],[],[],[],[],0.0,0.0,disappeared
41,20,"['energy', 'interior', 'secretary', 'dougburgum', 'unleash', 'burgum', 'dominance', 'doug', 'american', 'drill']",42,[],[],[],[],[],0.0,0.0,disappeared
41,21,"['hostage', 'keith', 'hamas', 'siegel', 'home', 'release', 'captivity', 'reunite', 'gaza', 'terrorist']",42,[25],"[['hostage', 'keith', 'siegel', 'hamas', 'home', 'release', 'captivity', 'reunite', 'terrorist', 'wife']]",[0.818],[1.0],[1.0],1.0,1.0,unclear
41,22,"['musk', 'elon', 'government', 'system', 'billionaire', 'information', 'payment', 'treasury', 'access', 'security']",42,[],[],[],[],[],0.0,0.0,disappeared
41,23,"['birthday', 'happy', 'speakerjohnson', 'mike', 'johnson', 'friend', 'leadership', 'speaker', 'wish', 'sam']",42,[],[],[],[],[],0.0,0.0,disappeared
41,24,"['environmental', 'protection', 'agency', 'administrator', 'leemzeldin', 'lee', 'congratulation', 'zeldin', 'leezeldin', 'climate']",42,[],[],[],[],[],0.0,0.0,disappeared
41,25,"['file', 'revenue', 'internal', 'taxis', 'tax', 'free', 'service', 'directfile', 'direct', 'season']",42,[],[],[],[],[],0.0,0.0,disappeared
42,0,"['musk', 'elon', 'usaid', 'government', 'billionaire', 'access', 'treasury', 'security', 'donald', 'payment']",43,[],[],[],[],[],0.0,0.0,disappeared
42,1,"['crash', 'responder', 'ronald', 'pray', 'tragedy', 'family', 'first', 'night', 'plane', 'tragic']",43,[],[],[],[],[],0.0,0.0,disappeared
42,2,"['tariff', 'price', 'canada', 'donald', 'cost', 'trump', 'trade', 'mexico', 'raise', 'grocery']",43,[2],"[['tariff', 'price', 'canada', 'trade', 'donald', 'trump', 'cost', 'raise', 'mexico', 'grocery']]",[1.0],[1.0],[1.0],1.0,1.0,continued
42,3,"['black', 'history', 'month', 'blackhistorymonth', 'contribution', 'honor', 'celebrate', 'americans', 'rosa', 'achievement']",43,[],[],[],[],[],0.0,0.0,disappeared
42,4,"['woman', 'sport', 'girl', 'athlete', 'man', 'female', 'sports', 'biological', 'compete', 'day']",43,[1],"[['woman', 'sport', 'girl', 'man', 'female', 'athlete', 'biological', 'sports', 'compete', 'executive']]",[0.818],[1.0],[1.0],1.0,1.0,unclear
42,5,"['border', 'biden', 'joe', 'ice', 'illegal', 'criminal', 'immigration', 'deportation', 'alien', 'secure']",43,[7],"[['border', 'illegal', 'immigration', 'ice', 'criminal', 'alien', 'deportation', 'secure', 'joe', 'biden']]",[1.0],[1.0],[1.0],1.0,1.0,continued
42,6,"['hall', 'town', 'county', 'sheriff', 'community', 'mayor', 'enforcement', 'meet', 'join', 'officer']",43,[],[],[],[],[],0.0,0.0,disappeared
42,7,"['energy', 'secretary', 'unleash', 'wright', 'interior', 'congratulation', 'dominance', 'american', 'chris', 'environmental']",43,[],[],[],[],[],0.0,0.0,disappeared
42,8,"['freeze', 'funding', 'federal', 'donald', 'trump', 'program', 'fund', 'impact', 'head', 'community']",43,[],[],[],[],[],0.0,0.0,disappeared
42,9,"['tune', 'live', 'foxbusiness', 'watch', 'pm', 'et', 'join', 'youtube', 'come', 'mhoffa']",43,[21],"[['tune', 'live', 'et', 'pm', 'foxbusiness', 'watch', 'join', 'youtube', 'shortly', 'come']]",[0.818],[1.0],[1.0],1.0,1.0,unclear
42,10,"['fentanyl', 'mexico', 'border', 'canada', 'drug', 'president', 'flow', 'halt', 'tariff', 'crisis']",43,[],[],[],[],[],0.0,0.0,disappeared
42,11,"['gaza', 'israel', 'east', 'benjamin', 'peace', 'middle', 'hamas', 'palestinians', 'netanyahu', 'donald']",43,[],[],[],[],[],0.0,0.0,disappeared
42,12,"['veteran', 'va', 'secretary', 'repdougcollin', 'care', 'doug', 'collins', 'serve', 'affair', 'veterans']",43,[9],"[['veteran', 'va', 'secretary', 'repdougcollin', 'doug', 'collins', 'care', 'congratulation', 'serve', 'veterans']]",[0.818],[1.0],[1.0],1.0,1.0,unclear
42,13,"['education', 'school', 'kid', 'student', 'child', 'choice', 'parent', 'department', 'public', 'teacher']",43,[10],"[['education', 'school', 'department', 'student', 'kid', 'child', 'teacher', 'public', 'parent', 'dismantle']]",[0.818],[1.0],[1.0],1.0,1.0,unclear
42,14,"['kash', 'patel', 'bureau', 'investigation', 'of', 'federal', 'director', 'confirm', 'hearing', 'epstein']",43,[],[],[],[],[],0.0,0.0,disappeared
42,15,"['wildfire', 'disaster', 'fire', 'emergency', 'management', 'county', 'firefighter', 'helene', 'federal', 'la']",43,[],[],[],[],[],0.0,0.0,disappeared
42,16,"['jr', 'rfk', 'vaccine', 'health', 'hhs', 'robertkennedyjr', 'healthy', 'vote', 'senate', 'conspiracy']",43,[],[],[],[],[],0.0,0.0,disappeared
42,17,"['water', 'farmer', 'farm', 'agriculture', 'ia', 'rural', 'producer', 'association', 'corn', 'meet']",43,[],[],[],[],[],0.0,0.0,disappeared
42,18,"['student', 'school', 'education', 'meet', 'young', 'program', 'great', 'high', 'mentor', 'opportunity']",43,[],[],[],[],[],0.0,0.0,disappeared
42,19,"['leadership', 'president', 'realdonaldtrump', 'america', 'strength', 'world', 'thank', 'donald', 'white', 'trump']",43,[],[],[],[],[],0.0,0.0,disappeared
42,20,"['attorney', 'general', 'bondi', 'pam', 'pambondi', 'justice', 'restore', 'ag', 'doj', 'law']",43,[19],"[['attorney', 'general', 'bondi', 'pam', 'pambondi', 'justice', 'restore', 'ag', 'doj', 'congratulations']]",[0.818],[1.0],[1.0],1.0,1.0,unclear
42,21,"['investigation', 'bureau', 'of', 'donald', 'federal', 'pardon', 'trump', 'fire', 'agent', 'purge']",43,[],[],[],[],[],0.0,0.0,disappeared
42,22,"['cfpb', 'consumer', 'financial', 'chopra', 'director', 'bank', 'banking', 'protect', 'bessent', 'predatory']",43,[],[],[],[],[],0.0,0.0,disappeared
42,23,"['birthday', 'happy', 'speakerjohnson', 'wish', 'mike', 'johnson', 'friend', 'uso', 'thank', 'honor']",43,[],[],[],[],[],0.0,0.0,disappeared
42,24,"['abortion', 'reproductive', 'care', 'right', 'birth', 'contraception', 'health', 'freedom', 'doctor', 'travel']",43,[],[],[],[],[],0.0,0.0,disappeared
42,25,"['hostage', 'keith', 'siegel', 'hamas', 'home', 'release', 'captivity', 'reunite', 'terrorist', 'wife']",43,[],[],[],[],[],0.0,0.0,disappeared
42,26,"['cancer', 'worldcancerday', 'disease', 'research', 'cure', 'detection', 'early', 'treatment', 'screening', 'day']",43,[],[],[],[],[],0.0,0.0,disappeared
42,27,"['confirm', 'nominee', 'cabinet', 'senate', 'confirmation', 'donald', 'trump', 'president', 'get', 'senategop']",43,[],[],[],[],[],0.0,0.0,disappeared
42,28,"['intelligence', 'tulsi', 'gabbard', 'tulsigabbard', 'senate', 'national', 'director', 'nomination', 'committee', 'vote']",43,[],[],[],[],[],0.0,0.0,disappeared
42,29,"['iran', 'maximum', 'nuclear', 'iranian', 'pressure', 'regime', 'weapon', 'sanction', 'iraq', 'donald']",43,[30],"[['iran', 'maximum', 'iranian', 'pressure', 'nuclear', 'regime', 'sanction', 'weapon', 'iraq', 'terrorism']]",[0.818],[1.0],[1.0],1.0,1.0,unclear
42,30,"['democrats', 'house', 'republicans', 'election', 'voter', 'vote', 'poll', 'fight', 'democrat', 'people']",43,[],[],[],[],[],0.0,0.0,disappeared
43,0,"['musk', 'elon', 'access', 'information', 'treasury', 'datum', 'billionaire', 'payment', 'social', 'personal']",44,[],[],[],[],[],0.0,0.0,disappeared
43,1,"['woman', 'sport', 'girl', 'man', 'female', 'athlete', 'biological', 'sports', 'compete', 'executive']",44,[0],"[['woman', 'sport', 'girl', 'man', 'female', 'athlete', 'biological', 'compete', 'sports', 'executive']]",[1.0],[1.0],[1.0],1.0,1.0,continued
43,2,"['tariff', 'price', 'canada', 'trade', 'donald', 'trump', 'cost', 'raise', 'mexico', 'grocery']",44,[],[],[],[],[],0.0,0.0,disappeared
43,3,"['usaid', 'aid', 'foreign', 'global', 'agency', 'world', 'shut', 'humanitarian', 'america', 'security']",44,[],[],[],[],[],0.0,0.0,disappeared
43,4,"['energy', 'production', 'american', 'unleash', 'dominance', 'wright', 'protect', 'fracke', 'chris', 'secretary']",44,[],[],[],[],[],0.0,0.0,disappeared
43,5,"['vought', 'senate', 'confirm', 'omb', 'floor', 'russ', 'nominee', 'russell', 'cabinet', 'director']",44,[],[],[],[],[],0.0,0.0,disappeared
43,6,"['fentanyl', 'halt', 'drug', 'act', 'enforcement', 'pass', 'crisis', 'law', 'substance', 'schedule']",44,[4],"[['fentanyl', 'halt', 'drug', 'act', 'enforcement', 'crisis', 'pass', 'law', 'substance', 'vote']]",[0.818],[1.0],[1.0],1.0,1.0,unclear
43,7,"['border', 'illegal', 'immigration', 'ice', 'criminal', 'alien', 'deportation', 'secure', 'joe', 'biden']",44,[],[],[],[],[],0.0,0.0,disappeared
43,8,"['black', 'history', 'blackhistorymonth', 'month', 'honor', 'rosa', 'celebrate', 'contribution', 'parks', 'legacy']",44,[],[],[],[],[],0.0,0.0,disappeared
43,9,"['veteran', 'va', 'secretary', 'repdougcollin', 'doug', 'collins', 'care', 'congratulation', 'serve', 'veterans']",44,[],[],[],[],[],0.0,0.0,disappeared
43,10,"['education', 'school', 'department', 'student', 'kid', 'child', 'teacher', 'public', 'parent', 'dismantle']",44,[12],"[['education', 'department', 'student', 'school', 'child', 'kid', 'parent', 'public', 'teacher', 'dismantle']]",[1.0],[1.0],[1.0],1.0,1.0,continued
43,11,"['federal', 'employee', 'worker', 'offer', 'donald', 'trump', 'buyout', 'court', 'resignation', 'workforce']",44,[],[],[],[],[],0.0,0.0,disappeared
43,12,"['sheriff', 'officer', 'enforcement', 'county', 'meet', 'law', 'community', 'safe', 'discuss', 'work']",44,[20],"[['sheriff', 'officer', 'county', 'community', 'enforcement', 'law', 'meet', 'great', 'discuss', 'safe']]",[0.818],[1.0],[1.0],1.0,1.0,unclear
43,13,"['prayer', 'breakfast', 'antisemitism', 'god', 'morning', 'faith', 'national', 'bless', 'religious', 'campus']",44,[],[],[],[],[],0.0,0.0,disappeared
43,14,"['freeze', 'funding', 'federal', 'fund', 'donald', 'program', 'trump', 'health', 'head', 'start']",44,[],[],[],[],[],0.0,0.0,disappeared
43,15,"['cfpb', 'financial', 'consumer', 'bank', 'banking', 'financialcmte', 'business', 'regulator', 'bessent', 'regulatory']",44,[],[],[],[],[],0.0,0.0,disappeared
43,16,"['health', 'care', 'healthcare', 'rural', 'center', 'hospital', 'community', 'quality', 'primary', 'patient']",44,[],[],[],[],[],0.0,0.0,disappeared
43,17,"['disaster', 'wildfire', 'emergency', 'fire', 'management', 'hurricane', 'agency', 'california', 'firefighter', 'federal']",44,[],[],[],[],[],0.0,0.0,disappeared
43,18,"['win', 'happen', 'endwokeness', 'get', 'great', 'truth', 'thank', 'agree', 'good', 'guen']",44,[],[],[],[],[],0.0,0.0,disappeared
43,19,"['attorney', 'general', 'bondi', 'pam', 'pambondi', 'justice', 'restore', 'ag', 'doj', 'congratulations']",44,[26],"[['attorney', 'general', 'bondi', 'pambondi', 'pam', 'justice', 'restore', 'doj', 'ag', 'congratulation']]",[0.818],[1.0],[1.0],1.0,1.0,unclear
43,20,"['gaza', 'palestinians', 'peace', 'donald', 'trump', 'proposal', 'hamas', 'east', 'would', 'middle']",44,[],[],[],[],[],0.0,0.0,disappeared
43,21,"['tune', 'live', 'et', 'pm', 'foxbusiness', 'watch', 'join', 'youtube', 'shortly', 'come']",44,[],[],[],[],[],0.0,0.0,disappeared
43,22,"['town', 'hall', 'telephone', 'pm', 'join', 'question', 'host', 'hear', 'february', 'rsvp']",44,[7],"[['town', 'hall', 'telephone', 'join', 'pm', 'question', 'host', 'hear', 'february', 'call']]",[0.818],[1.0],[1.0],1.0,1.0,unclear
43,23,"['crash', 'plane', 'tragic', 'aviation', 'family', 'alaska', 'pray', 'tragedy', 'lose', 'victim']",44,[30],"[['crash', 'plane', 'tragic', 'alaska', 'aviation', 'victim', 'air', 'family', 'pray', 'tragedy']]",[0.818],[1.0],[1.0],1.0,1.0,unclear
43,24,"['mexico', 'border', 'canada', 'fentanyl', 'flow', 'president', 'tariff', 'china', 'drug', 'trump']",44,[],[],[],[],[],0.0,0.0,disappeared
43,25,"['chinese', 'communist', 'china', 'party', 'deepseek', 'propaganda', 'influence', 'hamadeh', 'taiwan', 'committeeonccp']",44,[],[],[],[],[],0.0,0.0,disappeared
43,26,"['realdonaldtrump', 'president', 'leadership', 'win', 'white', 'another', 'america', 'trump', 'donald', 'thank']",44,[],[],[],[],[],0.0,0.0,disappeared
43,27,"['cancer', 'worldcancerday', 'disease', 'heart', 'research', 'cure', 'detection', 'early', 'day', 'lose']",44,[],[],[],[],[],0.0,0.0,disappeared
43,28,"['student', 'college', 'school', 'education', 'tribal', 'university', 'high', 'meet', 'washington', 'opportunity']",44,[],[],[],[],[],0.0,0.0,disappeared
43,29,"['dollar', 'waste', 'taxpayer', 'government', 'doge', 'spending', 'spend', 'abuse', 'american', 'corruption']",44,[],[],[],[],[],0.0,0.0,disappeared
43,30,"['iran', 'maximum', 'iranian', 'pressure', 'nuclear', 'regime', 'sanction', 'weapon', 'iraq', 'terrorism']",44,[],[],[],[],[],0.0,0.0,disappeared
43,31,"['israel', 'benjamin', 'netanyahu', 'prime', 'minister', 'ally', 'middle', 'east', 'meeting', 'states']",44,[],[],[],[],[],0.0,0.0,disappeared
43,32,"['farmer', 'farm', 'agriculture', 'ia', 'corn', 'iowa', 'biofuel', 'market', 'export', 'producer']",44,[],[],[],[],[],0.0,0.0,disappeared
43,33,"['jr', 'rfk', 'health', 'reject', 'nomination', 'vaccine', 'hhs', 'kennedy', 'robert', 'senate']",44,[],[],[],[],[],0.0,0.0,disappeared
43,34,"['vladimir', 'ukraine', 'putin', 'tunisia', 'sanction', 'russian', 'regime', 'russia', 'ukrainian', 'democracy']",44,[],[],[],[],[],0.0,0.0,disappeared
43,35,"['patel', 'investigation', 'bureau', 'kash', 'of', 'federal', 'director', 'agent', 'epstein', 'judiciary']",44,[],[],[],[],[],0.0,0.0,disappeared
43,36,"['water', 'rural', 'association', 'drinking', 'infrastructure', 'river', 'clean', 'meet', 'community', 'conservation']",44,[],[],[],[],[],0.0,0.0,disappeared
44,0,"['woman', 'sport', 'girl', 'man', 'female', 'athlete', 'biological', 'compete', 'sports', 'executive']",45,[],[],[],[],[],0.0,0.0,disappeared
44,1,"['vought', 'confirm', 'senate', 'director', 'omb', 'kash', 'patel', 'floor', 'russ', 'nomination']",45,[],[],[],[],[],0.0,0.0,disappeared
44,2,"['border', 'illegal', 'alien', 'criminal', 'secure', 'immigration', 'immigrant', 'sanctuary', 'ice', 'deport']",45,[],[],[],[],[],0.0,0.0,disappeared
44,3,"['musk', 'access', 'elon', 'information', 'personal', 'data', 'social', 'security', 'datum', 'treasury']",45,[],[],[],[],[],0.0,0.0,disappeared
44,4,"['fentanyl', 'halt', 'drug', 'act', 'enforcement', 'crisis', 'pass', 'law', 'substance', 'vote']",45,[],[],[],[],[],0.0,0.0,disappeared
44,5,"['energy', 'production', 'american', 'fracke', 'protect', 'unleash', 'dominance', 'biden', 'joe', 'act']",45,[],[],[],[],[],0.0,0.0,disappeared
44,6,"['musk', 'elon', 'government', 'donald', 'power', 'trump', 'takeover', 'billionaire', 'fight', 'people']",45,[],[],[],[],[],0.0,0.0,disappeared
44,7,"['town', 'hall', 'telephone', 'join', 'pm', 'question', 'host', 'hear', 'february', 'call']",45,[],[],[],[],[],0.0,0.0,disappeared
44,8,"['water', 'emergency', 'management', 'disaster', 'agency', 'wildfire', 'fire', 'hurricane', 'helene', 'federal']",45,[],[],[],[],[],0.0,0.0,disappeared
44,9,"['thank', 'nancymace', 'win', 'great', 'gunthereagleman', 'cspan', 'god', 'another', 'bless', 'get']",45,[],[],[],[],[],0.0,0.0,disappeared
44,10,"['gaza', 'israel', 'peace', 'benjamin', 'east', 'middle', 'palestinians', 'trump', 'donald', 'netanyahu']",45,[],[],[],[],[],0.0,0.0,disappeared
44,11,"['bowl', 'super', 'eagle', 'flyeaglesfly', 'superbowllix', 'superbowl', 'sblix', 'bird', 'win', 'go']",45,[9],"[['bowl', 'super', 'eagle', 'flyeaglesfly', 'superbowllix', 'superbowl', 'win', 'bird', 'sblix', 'go']]",[1.0],[1.0],[1.0],1.0,1.0,continued
44,12,"['education', 'department', 'student', 'school', 'child', 'kid', 'parent', 'public', 'teacher', 'dismantle']",45,[],[],[],[],[],0.0,0.0,disappeared
44,13,"['research', 'institutes', 'cancer', 'health', 'of', 'funding', 'national', 'cut', 'cure', 'medical']",45,[7],"[['research', 'institutes', 'of', 'health', 'cancer', 'national', 'cut', 'funding', 'cure', 'disease']]",[0.818],[1.0],[1.0],1.0,1.0,unclear
44,14,"['health', 'care', 'healthcare', 'center', 'rural', 'community', 'access', 'hospital', 'patient', 'provide']",45,[16],"[['care', 'health', 'rural', 'healthcare', 'center', 'access', 'patient', 'physician', 'community', 'hospital']]",[0.818],[1.0],[1.0],1.0,1.0,unclear
44,15,"['tariff', 'trade', 'canada', 'steel', 'price', 'trump', 'donald', 'cost', 'president', 'aluminum']",45,[],[],[],[],[],0.0,0.0,disappeared
44,16,"['usaid', 'foreign', 'aid', 'dollar', 'fund', 'abolish', 'million', 'agency', 'terrorist', 'taxpayer']",45,[],[],[],[],[],0.0,0.0,disappeared
44,17,"['cfpb', 'consumer', 'billion', 'financial', 'return', 'predatory', 'bank', 'agency', 'credit', 'big']",45,[],[],[],[],[],0.0,0.0,disappeared
44,18,"['black', 'history', 'blackhistorymonth', 'month', 'celebrate', 'honor', 'african', 'medal', 'contribution', 'first']",45,[],[],[],[],[],0.0,0.0,disappeared
44,19,"['waste', 'fraud', 'dollar', 'taxpayer', 'government', 'doge', 'abuse', 'spending', 'billion', 'dogecommittee']",45,[],[],[],[],[],0.0,0.0,disappeared
44,20,"['sheriff', 'officer', 'county', 'community', 'enforcement', 'law', 'meet', 'great', 'discuss', 'safe']",45,[],[],[],[],[],0.0,0.0,disappeared
44,21,"['federal', 'worker', 'employee', 'workforce', 'offer', 'resignation', 'servant', 'civil', 'labor', 'buyout']",45,[],[],[],[],[],0.0,0.0,disappeared
44,22,"['farmer', 'farm', 'corn', 'food', 'agriculture', 'producer', 'feed', 'usda', 'market', 'iowa']",45,[],[],[],[],[],0.0,0.0,disappeared
44,23,"['tune', 'live', 'pm', 'join', 'et', 'watch', 'listen', 'foxbusiness', 'shortly', 'talk']",45,[],[],[],[],[],0.0,0.0,disappeared
44,24,"['court', 'judge', 'supreme', 'law', 'donald', 'constitution', 'trump', 'judiciary', 'vance', 'check']",45,[],[],[],[],[],0.0,0.0,disappeared
44,25,"['chinese', 'china', 'communist', 'party', 'deepseek', 'hamadeh', 'influence', 'propaganda', 'adversary', 'ai']",45,[],[],[],[],[],0.0,0.0,disappeared
44,26,"['attorney', 'general', 'bondi', 'pambondi', 'pam', 'justice', 'restore', 'doj', 'ag', 'congratulation']",45,[],[],[],[],[],0.0,0.0,disappeared
44,27,"['funding', 'freeze', 'federal', 'program', 'head', 'start', 'donald', 'illegal', 'fund', 'impact']",45,[],[],[],[],[],0.0,0.0,disappeared
44,28,"['prayer', 'breakfast', 'morning', 'god', 'national', 'faith', 'pray', 'bless', 'rd', 'nation']",45,[],[],[],[],[],0.0,0.0,disappeared
44,29,"['college', 'student', 'education', 'university', 'high', 'tribal', 'school', 'dr', 'meet', 'community']",45,[],[],[],[],[],0.0,0.0,disappeared
44,30,"['crash', 'plane', 'tragic', 'alaska', 'aviation', 'victim', 'air', 'family', 'pray', 'tragedy']",45,[],[],[],[],[],0.0,0.0,disappeared
44,31,"['jr', 'rfk', 'abortion', 'reproductive', 'contraception', 'health', 'right', 'vaccine', 'birth', 'control']",45,[],[],[],[],[],0.0,0.0,disappeared
44,32,"['veteran', 'military', 'va', 'disabled', 'housing', 'family', 'spouse', 'benefit', 'introduce', 'bill']",45,[],[],[],[],[],0.0,0.0,disappeared
44,33,"['banking', 'bank', 'financial', 'digital', 'asset', 'regulator', 'crypto', 'financialcmte', 'industry', 'debanking']",45,[],[],[],[],[],0.0,0.0,disappeared
44,34,"['medicaid', 'cut', 'care', 'medicare', 'republicans', 'billionaire', 'tax', 'health', 'republican', 'family']",45,[],[],[],[],[],0.0,0.0,disappeared
44,35,"['vladimir', 'putin', 'ukraine', 'russia', 'war', 'russian', 'baltic', 'ukrainian', 'criminal', 'sanction']",45,[],[],[],[],[],0.0,0.0,disappeared
44,36,"['year', 'lunar', 'new', 'celebrate', 'honor', 'event', 'community', 'congratulation', 'attend', 'thank']",45,[],[],[],[],[],0.0,0.0,disappeared
45,0,"['musk', 'elon', 'doge', 'government', 'waste', 'taxpayer', 'fraud', 'abuse', 'datum', 'access']",46,[0],"[['musk', 'elon', 'doge', 'waste', 'government', 'taxpayer', 'fraud', 'abuse', 'datum', 'access']]",[1.0],[1.0],[1.0],1.0,1.0,continued
45,1,"['hall', 'town', 'join', 'tune', 'pm', 'telephone', 'question', 'hear', 'live', 'february']",46,[1],"[['hall', 'town', 'join', 'tune', 'pm', 'telephone', 'question', 'hear', 'live', 'host']]",[0.818],[1.0],[1.0],1.0,1.0,unclear
45,2,"['republicans', 'cut', 'medicaid', 'budget', 'tax', 'republican', 'billionaire', 'care', 'trillion', 'pay']",46,[2],"[['cut', 'republicans', 'budget', 'medicaid', 'tax', 'republican', 'care', 'billionaire', 'trillion', 'pay']]",[1.0],[1.0],[1.0],1.0,1.0,continued
45,3,"['border', 'agent', 'illegal', 'officer', 'gonzalez', 'raul', 'law', 'criminal', 'enforcement', 'safety']",46,[3],"[['border', 'agent', 'officer', 'illegal', 'law', 'gonzalez', 'raul', 'enforcement', 'criminal', 'safety']]",[1.0],[1.0],[1.0],1.0,1.0,continued
45,4,"['jr', 'rfk', 'health', 'healthy', 'secretary', 'robertkennedyjr', 'john', 'kennedy', 'america', 'confirm']",46,[4],"[['rfk', 'jr', 'health', 'healthy', 'robertkennedyjr', 'secretary', 'john', 'america', 'kennedy', 'confirm']]",[1.0],[1.0],[1.0],1.0,1.0,continued
45,5,"['honor', 'service', 'air', 'thank', 'serve', 'family', 'community', 'military', 'great', 'year']",46,[],[],[],[],[],0.0,0.0,disappeared
45,6,"['cfpb', 'consumer', 'financial', 'bank', 'protection', 'billion', 'return', 'predatory', 'bureau', 'agency']",46,[],[],[],[],[],0.0,0.0,disappeared
45,7,"['research', 'institutes', 'of', 'health', 'cancer', 'national', 'cut', 'funding', 'cure', 'disease']",46,[],[],[],[],[],0.0,0.0,disappeared
45,8,"['farmer', 'agriculture', 'farm', 'brookelrollin', 'secretary', 'usda', 'producer', 'rollin', 'rancher', 'congratulation']",46,[9],"[['farmer', 'agriculture', 'farm', 'brookelrollin', 'secretary', 'rollin', 'rancher', 'producer', 'congratulation', 'usda']]",[1.0],[1.0],[1.0],1.0,1.0,continued
45,9,"['bowl', 'super', 'eagle', 'flyeaglesfly', 'superbowllix', 'superbowl', 'win', 'bird', 'sblix', 'go']",46,[],[],[],[],[],0.0,0.0,disappeared
45,10,"['black', 'history', 'blackhistorymonth', 'naacp', 'month', 'civil', 'celebrate', 'right', 'douglass', 'slavery']",46,[],[],[],[],[],0.0,0.0,disappeared
45,11,"['court', 'judge', 'donald', 'constitutional', 'trump', 'law', 'executive', 'constitution', 'judicial', 'supreme']",46,[],[],[],[],[],0.0,0.0,disappeared
45,12,"['worker', 'federal', 'employee', 'veteran', 'labor', 'workforce', 'trump', 'donald', 'servant', 'afgenational']",46,[],[],[],[],[],0.0,0.0,disappeared
45,13,"['tariff', 'trade', 'canada', 'trump', 'donald', 'president', 'reciprocal', 'american', 'steel', 'aluminum']",46,[],[],[],[],[],0.0,0.0,disappeared
45,14,"['usaid', 'aid', 'foreign', 'fund', 'dollar', 'million', 'taxpayer', 'world', 'program', 'abroad']",46,[],[],[],[],[],0.0,0.0,disappeared
45,15,"['vladimir', 'ukraine', 'putin', 'russia', 'war', 'russian', 'sanction', 'ukrainian', 'nato', 'deal']",46,[],[],[],[],[],0.0,0.0,disappeared
45,16,"['care', 'health', 'rural', 'healthcare', 'center', 'access', 'patient', 'physician', 'community', 'hospital']",46,[],[],[],[],[],0.0,0.0,disappeared
45,17,"['valentine', 'happy', 'day', 'love', 'wife', 'forever', 'wish', 'beautiful', 'life', 'bride']",46,[15],"[['valentine', 'happy', 'day', 'love', 'wife', 'forever', 'wish', 'beautiful', 'life', 'bride']]",[1.0],[1.0],[1.0],1.0,1.0,continued
45,18,"['intelligence', 'tulsi', 'gabbard', 'director', 'national', 'tulsigabbard', 'confirm', 'congratulation', 'confirmation', 'senate']",46,[13],"[['intelligence', 'tulsi', 'gabbard', 'director', 'tulsigabbard', 'national', 'confirm', 'congratulation', 'confirmation', 'senate']]",[1.0],[1.0],[1.0],1.0,1.0,continued
45,19,"['weather', 'noaa', 'wildfire', 'disaster', 'stay', 'storm', 'winter', 'safe', 'emergency', 'forecast']",46,[],[],[],[],[],0.0,0.0,disappeared
45,20,"['kash', 'patel', 'investigation', 'bureau', 'confirm', 'of', 'senate', 'federal', 'vote', 'confirmation']",46,[37],"[['kash', 'patel', 'bureau', 'investigation', 'of', 'federal', 'confirm', 'senate', 'director', 'vote']]",[0.818],[1.0],[1.0],1.0,1.0,unclear
45,21,"['college', 'student', 'education', 'community', 'workforce', 'meet', 'high', 'opportunity', 'discuss', 'university']",46,[21],"[['college', 'student', 'education', 'community', 'workforce', 'meet', 'high', 'opportunity', 'career', 'discuss']]",[0.818],[1.0],[1.0],1.0,1.0,unclear
45,22,"['business', 'small', 'regulation', 'rule', 'midnight', 'biden', 'joe', 'relief', 'act', 'paperwork']",46,[],[],[],[],[],0.0,0.0,disappeared
45,23,"['energy', 'production', 'dominance', 'american', 'fuel', 'clean', 'unleash', 'gas', 'oil', 'fossil']",46,[17],"[['energy', 'dominance', 'american', 'unleash', 'production', 'fuel', 'fossil', 'oil', 'clean', 'council']]",[0.818],[1.0],[1.0],1.0,1.0,unclear
45,24,"['education', 'school', 'teacher', 'department', 'student', 'public', 'child', 'kid', 'dept', 'educator']",46,[28],"[['education', 'school', 'student', 'department', 'teacher', 'child', 'public', 'kid', 'dept', 'parent']]",[0.818],[1.0],[1.0],1.0,1.0,unclear
