case_study,topic_top_words,topic_representative_tweets,adjacent_topics_top_words,adjacent_topics_representative_tweets,original,forward_only,lexical_only,no_coverage
65_11,"education, student, school, harvard, antisemitism, university, child, department, kid, donald","Tweet 1: President Trump asked @Harvard to end harmful DEI practices and protect Jewish students on campus if they wish to continue receiving federal funds.
 
Harvard has refused to restore common sense on campus, and President Trump won’t let our tax dollars fund this discrimination.
Tweet 2: As if it weren’t bad enough that Ed Martin praised a white supremacist &amp; Nazi sympathizer, comparing Jan. 6 insurrectionists to Japanese Americans interned in WWII is insane.

He needs to come before the Judiciary Committee before any confirmation votes for U.S. Attorney of D.C. https://t.co/160ytPvW6W
Tweet 3: Mamas don’t let your babies grow up and go to Harvard. 🎶 https://t.co/h52QSbt8nW
","Topic 17: education, student, school, child, department, classroom, parent, kid, choice, gender

Topic 27: student, antisemitism, university, history, book, visa, rabbi, kaploun, naval, campus

Topic 1: judge, court, law, rogue, trump, donald, ruling, criminal, supreme, biden

","Topic 17:
Tweet 1: Less than 1/3 of 8th graders are reading or doing math at grade level, but the Democrats want you to believe the status quo in education is working. It's not!  

Hear my remarks on this at today's @EdWorkforceCmte markup. https://t.co/hzaQyDbghj
Tweet 2: Test scores are down, and American students are less prepared for college or the workforce with every passing year. 

The Educational Choice for Children Act allows families to make the best choice for their kids and gives schools the opportunity to compete for the best students. Our schools (and the education our children receive in them) will benefit from competition based on merit and innovation. 

I am proud to support legislation that puts our students first. 

Thank you to @RepBurgessOwens @RepJasonSmith @RepAdrianSmith & @RepWalberg for your leadership on this innovation-driven legislation that will help American students to DREAM BIG and improve education for future generations.
Tweet 3: The radical left denies biology, common sense, and parental concerns by pushing radical gender ideology into our K-12 classrooms.

The good news is my bill to codify President Trump’s order and end this nonsense just passed @EdWorkforceCmte and is headed to the House floor! https://t.co/hTKu3I449Q

Topic 27:
Tweet 1: Without warning, the Trump administration canceled the visas of at least 7 UW students and four recent graduates.

These students have the legal right to be at the university, and with no evidence of wrongdoing, I urge the President to reinstate their visas now.
https://t.co/9vlWLk6XK8
Tweet 2: 3/ The universities are next. Columbia is just the first target. Trump is trying to suppress student protest by forcing the universities to control campus speech. A key tool of autocrats. https://t.co/5v76iapdmA
Tweet 3: WATCH my interview on FOX @TheStoryFNC with @marthamaccallum about safeguarding our #ElectionIntegrity and securing the ballot by passing the SAVE Act 🗳️ 

I also discussed President @realdonaldtrump holding @Columbia accountable for rampant antisemitism on its campus. 

TUNE IN 📺

Topic 1:
Tweet 1: Jennifer Vasquez Sura is a brave woman.

Her husband – Kilmar Armando Abrego Garcia – is a legal resident who was deported with no due process.

A kidnapping by our government.

This Administration’s callousness and cruelty is on full display - and it’s despicable. https://t.co/QuC8m0cWGq
Tweet 2: Kilmar Abrego Garcia should have never been torn from his family and his community.

Now the court has spoken unanimously. 

There are no more excuses—bring him back.
Tweet 3: If due process is denied for anyone, it can be denied for you too. If anyone can be snatched off the streets, detained, and deported without due process, it can happen to you too.

We demand due process is upheld for every single person. https://t.co/Rks2fSPflZ

",merge,continued_17,disappeared,merge
68_6,"child, education, start, head, kid, school, parent, donald, trump, program","Tweet 1: President Trump is considering cutting programs that work to prevent the spread of HIV.

The Trump Administration could jeopardize so much of the hard-fought progress over decades to reduce transmission of HIV.
Tweet 2: An extraordinary victory for families and kids throughout Texas. 

I have fought for school choice for 30 years — this is the Civil Rights issue of the 21st Century. 

Let's get this done!
Tweet 3: I recently introduced legislation that will help address a gap in our health care system by supporting the residency programs that train the next generation of pediatricians and pediatric subspecialists.
https://t.co/Ar6qUnnOps
","Topic 11: head, start, child, health, kid, care, donald, trump, research, family

Topic 13: harvard, university, student, education, trump, donald, fund, school, endowment, institution

Topic 4: medicaid, cut, care, health, republicans, republican, rely, would, fight, program

","Topic 11:
Tweet 1: Head Start and child care assistance programs are essential to making sure the doors of opportunity are open to every child in our country. Trump Admin’s illegal firings and cuts are shortsighted and devastating.

@SecKennedy: Rehire these workers now!
https://t.co/JWZ8Yolx9E
Tweet 2: One of the biggest ways we can support working families is by increasing access to child care.

I introduced a bill to help. ⤵️ https://t.co/KWaenlkfNs
Tweet 3: From 7th to 12th grade, I was on the free school lunch program—back when titanium dioxide didn’t count as a vegetable. It was a pleasure talking to @JustTheNews about my new bill the Healthy Lunch for Healthy Kids Act, detailing how we can put real food back on student's trays! https://t.co/B0kBI0nxAi

Topic 13:
Tweet 1: WATCH my interview with @larry_kudlow on @foxbusiness where I discussed my return to House Republican Leadership and President @realdonaldtrump holding @Harvard accountable. https://t.co/2fRsINjPQz
Tweet 2: 13/ How do we stop it? 

First, though solidarity. Each set of institutions can't let the regime pick one off from each others. The legal profession failed miserably at this this, but the universities can model a collective strategy to fight back and win.
Tweet 3: I applaud Harvard for standing up to the bullying and blatant authoritarian behavior of President Trump.

Just as House Democrats held the line against the Trump-backed GOP budget resolution, it will take everyone fighting back against this corrupt and abusive administration:
https://t.co/HF9TGnDNMa

Topic 4:
Tweet 1: I joined colleagues in reiterating to House leadership that we MUST protect Medicaid and ensure that the final reconciliation package does NOT reduce the benefits that our seniors, disabled &amp; most vulnerable citizens rely on. https://t.co/atfOEA0pIg
Tweet 2: Hospitals. Clinics. Nursing Homes.

Patients. Families. Communities.

Health care for millions of Americans.

That’s who's hurt by Republican cuts to Medicaid.
Tweet 3: Republicans just passed a budget framework that would gut Medicaid.

We’re fighting back. https://t.co/016IvVWnll

",merge,disappeared,disappeared,merge
96_16,"joe, biden, bove, autopen, emil, nomination, pardon, nominee, fifth, judicial","Tweet 1: 🚨 New reporting confirms Biden White House staff took executive action without the President’s approval. 

@GOPoversight will continue pursuing answers about this historic scandal to prevent such an abuse from happening again.
https://t.co/uawXGmZ4PA
Tweet 2: I enjoyed meeting with @USAttyPirro, @POTUS’ pick for @USAO_DC. Her record as a former prosecutor and judge is incredible. I look forward to working with her to make D.C. safe again &amp; appreciate her willingness to serve. I hope to vote on her confirmation very soon. https://t.co/uBRa5Ll0F9
Tweet 3: How many times was Biden’s autopen used to sign sensitive, critical matters that the President of the United States should’ve been paying attention to?
","Topic 16: biden, joe, autopen, fifth, pardon, intelligence, plead, obama, president, hoax

Topic 24: bove, emil, nominee, nomination, judge, judicial, court, judiciary, donald, trump

Topic 1: ice, border, illegal, immigration, criminal, immigrant, agent, law, alien, enforcement

","Topic 16:
Tweet 1: 🚨 Anthony Bernal just pleaded the Fifth when asked if unelected aides or family members carried out presidential duties while Biden declined.

He also refused to say whether Biden instructed him to lie about the President’s health.

The American people deserve answers. https://t.co/rnlyrtoQHf
Tweet 2: The Biden administration used your tax dollars to push regime change in Hungary because they didn’t like Hungary’s conservative government. https://t.co/085X5s9bTQ
Tweet 3: In July 2023, I referred Dr. Anthony Fauci to the Department of Justice for lying under oath to Congress. His own emails directly contradicted his sworn testimony.

@NYT reports Fauci was quietly pardoned by an autopen, operated by Biden’s staff. If the President didn’t authorize this pardon personally, then the Department has a duty to investigate and prosecute as it would any ordinary citizen.

Fauci has been sainted by the extremist Left, but it doesn’t erase his lying before Congress.

I am officially re-referring Dr. Fauci to the @DOJ.

Topic 24:
Tweet 1: Follow this: a temporary administrative stay of a court proceeding is supposed to last “hours or days, not weeks or months.”
Tweet 2: Republicans just pushed a dangerous judicial nominee through the Judiciary Committee. https://t.co/NsDgMH13A3
Tweet 3: No leader in American history has endured what President Trump has and remained so strong. Twice, his life was nearly taken. Twice, God spared him.

President Trump knows he was saved for a purpose: to SAVE AMERICA. https://t.co/CmvhAZNQer

Topic 1:
Tweet 1: After a disastrous 4 years of lawlessness and an invasion on our southern border under Joe Biden, President Trump is restoring America First common sense: safe streets, secure border, cops are good, criminals are bad.
Tweet 2: Too many troubling stories have come out about women in ICE and CBP custody, including pregnant women denied maternal health care.

I've joined the @DemWomenCaucus to demand that the Dept. of Homeland Security investigate the abuse and medical neglect of women in their custody. https://t.co/8bacLd3gNX
Tweet 3: NADLER: ""What attacks on @ICEgov agents?""

Here are just a few examples you'd find from a quick Google search...

▪️""Assaults on ICE Officers Surge 830%"" – https://t.co/6p6G0eWugA

▪️""Fireworks and AR-15s Used in July 4 Ambush on ICE Agents"" – https://t.co/3xqZ2C9MAY

▪️""Illegal Immigrant Dragged Agent for a Block"" –  https://t.co/f4xDM7Vlgv

▪️""California Professor Arrested, Accused of Throwing Tear Gas Canister at Feds"" –  https://t.co/C9gKmEfi1H

▪️""ICE Agents Assaulted During South Omaha Operation"" – https://t.co/Z6avXwwShS

▪️""Attack of 3 ICE Officers in Bay Area Facility"" – https://t.co/3nXmYf637w

▪️""Violent Mob Attacks Portland ICE Facility With Fireworks and Knives"" – https://t.co/t4kkkh1GQI

▪️""Rep. LaMonica McIver Charged With Felony Assault After Newark ICE protest"" – https://t.co/c81Cyi22Fr

",split_16_24,unclear,disappeared,split_16_24
53_24,"shutdown, government, cr, democrats, shut, spending, republicans, vote, keep, want","Tweet 1: Do you know what a shutdown means?
 
Small businesses struggling to get loans.
 
Assistance programs running dry.
 
National parks closed.
 
But instead of working with @HouseGOP to keep America open for business, the Progressive Democrats are doing what they do best—orchestrating a crisis so they can blame Republicans.
Tweet 2: Democrats hate so much what President Trump stands for – the American people – that they will shut down the government.

They want:

• Small businesses to not be able to obtain loans from the SBA.
• Relief projects to be delayed.
• Assistance programs to quickly run out of funding and not be able to provide food for children and parents in need.
• National parks to be closed.

If there is a shutdown, Democrats own it.
Tweet 3: One of the ways Congress can help tackle lingering high prices is by cutting government spending. 

That is precisely what the House is working to do in tandem with @POTUS.

We have a real opportunity to address our nation’s catastrophic fiscal trajectory—let’s use it.
","Topic 10: shutdown, government, democrats, senate, shut, house, republicans, vote, bill, cr

Topic 18: spending, cr, government, president, agenda, continue, first, deliver, keep, america

Topic 14: musk, elon, blank, republicans, bill, check, republican, funding, donald, vote

","Topic 10:
Tweet 1: Tick, tock. 

Will Senate Democrats stand united against America, too?
Tweet 2: Republicans control the House, Senate, and White House. 

But once again, their failure to govern has brought us to the brink of another devastating shutdown.

Democrats are ready to vote for a 30-day clean bill to keep the government open.
Tweet 3: It should be very clear to every Senate Democrat that any vote for Cloture will also be considered a vote for the bill.

People aren’t going to be tricked with procedural games.

They know exactly what is going on.

Defend Medicaid.
Vote NO on Cloture.
NO on bill.

Topic 18:
Tweet 1: I'm voting YES on the CR today because it:

✅ Puts AMERICA FIRST 🇺🇸
✅ Cuts spending while fully funding core government services
✅ Prevents government shutdown and lets DOGE continue to save money for the American people‼️
Tweet 2: I voted to fund the government today because it was the responsible thing to do to keep the government open and working for the American people. I called for this action weeks ago to protect the momentum of President Trump’s America First agenda. 

Democrats wanted to shut down the government – the very thing they have said for years is irresponsible governing – simply because they wanted to stop President Trump. They did not succeed.
Tweet 3: I supported the continuing resolution to keep our government open today. 

Our fiscal year starts October 1st, and we need to immediately start the appropriations process for the next fiscal year so we don’t end up in this situation again.

Topic 14:
Tweet 1: The House Republican CR betrays veterans, seniors, and working families.

They’re slashing funds from essential services like health programs, housing assistance, and veteran care, all while they increase defense spending and hand over our government to Elon Musk. 

The American people can’t afford this.
Tweet 2: I cannot in good conscience support the House Republicans’ partisan Continuing Resolution, which will further empower Trump and Musk to take a chainsaw to the federal workforce and critical government services, as well as set the stage for massive tax cuts for billionaires and reckless economic policies.
Tweet 3: No, I’m not going to give Musk and Trump a blank check while they cut critical programs, abandoning veterans, survivors of domestic violence, seniors, families with disabilities, and other vulnerable communities: https://t.co/x35v74HKNp

",split_10_18,disappeared,disappeared,disappeared
57_13,"woman, nita, lowey, friend, history, congresswoman, month, chair, pass, committee","Tweet 1: Sending much love and support for all those who knew and loved the legendary Nita Lowey. She was indelibly kind and accessible and her service for the country and the people of New York will never be forgotten.  Godspeed Madam Chair, you are loved and admired.
Tweet 2: I’m deeply saddened by the passing of my friend and former colleague Nita Lowey, a trailblazer who was the first woman to lead the House Appropriations Committee.

We worked closely together to improve maternal child health, girls’ childhood education, and economic opportunities for women here in the U.S. and around the world.

A smart, strong, and lovely person, Congresswoman Lowey’s firm commitment to our Democratic values earned her the respect of New Yorkers and everyone who knew her.
Tweet 3: Deeply saddened by the news of my friend Chairwoman Nita Lowey’s passing. A force to be reckoned with on so many issues, she was a lifelong champion of the U.S.-Israel relationship who created the MEPPA program to keep her hope for peace in the region alive and a passionate advocate for U.S. foreign assistance who worked across the aisle to save countless lives around the world. She will be missed dearly. May her memory be a blessing.
","Topic 27: woman, history, month, womenshistorymonth, community, honor, virgin, islands, barrier, first

Topic 28: mia, love, family, prayer, friend, pass, condolence, congresswoman, sadden, trailblazer

Topic 22: student, university, school, cybersecurity, future, visit, great, college, bright, opportunity

","Topic 27:
Tweet 1: Today, I joined @USPS to honor Constance Baker Motley with her very own stamp. She was the first African American woman  appointed the federal judiciary and the first to be elected to the New York State Senate. This @USPS stamp will honor her lifelong commitment to the justice system.
Tweet 2: Congratulations to Courtney Hampson on being recognized as a 2025 Remarkable Women finalist! Her dedication to Bluffton Self Help and the community has made an incredible impact. #SweetTea https://t.co/2OY1h2WiZ6
Tweet 3: March is Women’s History Month, and I want to highlight strong women in NY-13. Melody Capote is the Executive Director of the Carribean Culture Center African Diaspora Institue (CCCADI), contributing to the community and breaking barriers for women across the state. Thank you, Melody, for all of your hard work and giving back to the community.

Topic 28:
Tweet 1: Saddened to learn of the passing of Yossi Dresner z”l.  

In more than 50 years at @ValleyBeth Shalom, Yossi touched countless lives and connected our community even more closely with our Jewish traditions.

Personally, I always found Yossi a welcoming and comforting presence at synagogue, and my family and I share in our congregation’s grief.  

May his memory be a blessing.
Tweet 2: I’m saddened by the passing of Joe Newman Whitworth, Benton County’s last World War II veteran. He was a father, a soldier, a pillar of the community, and a man of faith. My prayers are with his wife, children, grandchildren, and great-grandchildren as they remember and celebrate his remarkable life.

https://t.co/w6w0plYENU
Tweet 3: Mia was a trailblazer who loved her country and inspired us all with her positive spirit and commitment to making a difference. 

Please join Ann and me in praying for the Love family and all who were impacted by Mia’s life.

Topic 22:
Tweet 1: Had a great time with @BYU students this week discussing careers, leadership, and the power of building allies and alliances. Success comes from adaptability, finding common ground, and being good people. Excited for these students and their futures! Thanks to Pres. Reese, @RepMaloyUtah & all who joined.

📸: Emily May (The Daily Universe)
Tweet 2: Great to see @WVStateU taking a leading role on the issue of cybersecurity.

The new Cybersecurity Clinic, made possible by @Google’s Cybersecurity Clinics fund, will be a critical tool in training the next generation of professionals in this arena.
https://t.co/v2ovTlK6mk
Tweet 3: Grateful for the opportunity to meet with officials from North Sanpete School District this week to discuss their needs. I am very impressed with their partnership with Snow College which helps provide pathways to move students into careers. https://t.co/VSL9i85h94

",split_27_28,split_27_28,disappeared,split_27_28
34_7,"donald, certify, president, trump, america, election, victory, historic, great, realdonaldtrump","Tweet 1: Last Friday was proof Donald Trump and Mike Johnson are the leaders America needs to get the America First agenda done. https://t.co/YWXU4RVR1j
Tweet 2: Today, we officially certified President Trump's LANDSLIDE victory.  

And for the first time since 1988, not a single House Democrat objected to the certification of a Republican victory. 

That’s because it was TOO BIG to RIG. https://t.co/UFbH2iCOMg
Tweet 3: Looking forward to visiting with @realDonaldTrump later today. The American people gave Republicans a clear mandate to move his agenda forward. It’s time to work together to put America first &amp; deliver results.
","Topic 9: president, donald, trump, cabinet, agenda, realdonaldtrump, nominee, america, senate, hearing

Topic 19: white, donald, president, trump, america, days, house, day, back, week

Topic 6: committee, subcommittee, congress, serve, chairman, th, work, honor, chair, house

","Topic 9:
Tweet 1: Yesterday, I had the amazing opportunity to have dinner with President @realDonaldTrump. I'm looking forward to working with him to enact an America First Agenda. 🇺🇸 https://t.co/wLbltFVMjJ
Tweet 2: What's more American than baseball hats? So you won't be surprised by my reaction when I ordered a new Buccos cap and saw it was made in China. Come on. Let's #MakeStuffHere. https://t.co/PBZRmwkYd9
Tweet 3: as a member of Senate GOP leadership I appreciated opportunity to hv Q&amp;A w Pres elect Trump https://t.co/HVWi67uQXa

Topic 19:
Tweet 1: 12 more days until President Trump’s inauguration. 

Who’s ready for common sense and America First policies to return to the White House? 
https://t.co/u3r1h7zrpO
Tweet 2: Donald J. Trump has been rightfully sentenced to serve four years as the 47th President of the United States.

MAGA.
Tweet 3: On January 20th, President Trump will begin the new Golden Age of America! 🇺🇸

Topic 6:
Tweet 1: As we welcome a record number of women to Congress, we thank him for naming more women, Latino, and Black judges than all Presidents before him combined.
Tweet 2: Looking forward to a productive and impactful 119th Congress alongside Leader @RepJeffries. 

Proud to stand with my @HouseDemocrats colleagues as we continue the fight to build brighter futures for every American. https://t.co/IIVEl4uE4G
Tweet 3: Today will be my first hearing as the Ranking Member of the Energy and Natural Resources Committee and I will be wearing my dad’s 60 year IBEW pin. https://t.co/XC4DGnWGCK

",split_9_19,split_9_19,disappeared,split_9_19
115_4,"violence, gun, school, political, student, evergreen, threat, shooting, firearm, high","Tweet 1: I am closely monitoring this situation.

The Department of Justice must investigate these violent threats against Historically Black Colleges and Universities.
Tweet 2: It is devastating to learn of the shooting today at Evergreen High School in Colorado. My heart goes out to those who have been wounded. Students shouldn’t have to live in fear of a shooting taking place in their school.  Congress must act to pass common-sense gun safety laws NOW!
Tweet 3: Political violence of any kind is unacceptable. This has to stop.
","Topic 18: school, gun, evergreen, shooting, high, violence, colorado, shoot, denver, community

Topic 12: violence, political, condemn, acceptable, democracy, never, country, must, place, freedom

Topic 4: crime, criminal, iryna, city, violent, memphis, safe, zarutska, law, president

","Topic 18:
Tweet 1: The new school year began just days ago, and already, school shootings are taking our children around the country, many with guns that are not safely secured by their owner.

I’m calling on @NYCSchools to do the bare minimum and give its families safe firearm storage guidance that can save lives.
Tweet 2: Another school shooting today. This time it's Colorado.

Children should be able to go to school without being afraid of being shot.

Gun violence is taking too many American lives. 

We cannot continue to go down this path without action.
Tweet 3: I feel sad for you. Stop lashing out against trans kids and pretending it's to ""protect women"". Hope you get the help you need.

Topic 12:
Tweet 1: As political violence and polarization rise, it's even more critical to get real, bipartisan work done for all Americans.

I proudly reached across the aisle to protect NOAA in the Appropriations Committee this week to kees us all safer. https://t.co/iqvjOcxiWe
Tweet 2: Violence against one person for their views means we allow violence against anyone for their views. 

We cannot allow this. Political violence CANNOT be condoned, regardless of your party or beliefs.
Tweet 3: Hindu American houses of worship have been targeted and vandalized four times already this year. It’s unacceptable.

The perpetrators of these crimes must be brought to justice, and all of us must vocally condemn these acts of hate.

Topic 4:
Tweet 1: Why should leftist judges be protected when they willingly let violent criminals back out onto the streets?

I’m introducing a bill which will allow the family of one of these victims to sue the judge personally & hold them accountable for the crime they allowed to happen. 

Enough is enough.
Tweet 2: I’m sick of left-wing mayors refusing @POTUS’ help to fight crime.

This is not about politics. The safety of our citizens should come first. https://t.co/VhQeN2Bjt9
Tweet 3: Magistrate Judge Teresa Stokes, a Kamala Harris donor and pro-crime Democrat, is responsible for Iryna Zarutska's murder!

She should be held accountable for letting a violent, mentally ill, 14x repeat offender back on the streets.

REMOVE HER IMMEDIATELY!! 

@NEWSMAX https://t.co/5SH4qp1Jz2

",split_12_18,split_12_18,disappeared,disappeared
71_5,"china, hegseth, security, waltz, military, pete, national, defense, johnson, mike","Tweet 1: As a member of @HouseForeign’s East Asia &amp; Pacific Subcommittee, I’m working to maintain U.S. credibility on the world stage.

Proud to join a bipartisan delegation to New Zealand to reaffirm our alliances and shared commitment to peace and prosperity in the Indo-Pacific. 🇺🇸🇳🇿 https://t.co/07irGg4GU9
Tweet 2: Next up - Hegseth

https://t.co/KKdPSEqgmF
Tweet 3: Our office has worked hard to announce new investments into our national defense capabilities in Guam. These investments made will not only strengthen our capabilities but also reaffirm our commitment to the security of our allies in the Indo-Pacific. https://t.co/Kjdqkq1ZG8
","Topic 9: hegseth, waltz, pete, mike, johnson, security, defense, nations, military, national

Topic 22: china, communist, chinese, taiwan, party, states, america, united, global, pacific

Topic 18: ukraine, vladimir, mineral, peace, putin, russia, agreement, deal, partnership, war

","Topic 9:
Tweet 1: Sec. Hegseth doesn’t have the temperament or management skills to lead the Pentagon. 

And he’s proving that over &amp; over. https://t.co/LnMUbPGxlC
Tweet 2: I'll be chairing tomorrow's Tactical Air &amp; Land Forces Subcommittee Hearing on the development of drones and the existing gaps in the production and acquisition process.

Tune in at 9 a.m.: https://t.co/5NSeFo4ZvB
Tweet 3: Drones, missiles, aircraft.

America must be protected from threats from above.

Last week, Congressman Hamadeh voted to allocate $25 billion for the @POTUS's Golden Dome.

This is a vital investment in keeping Americans safe.

https://t.co/ZMsYoKMAKu

Topic 22:
Tweet 1: This is either gross negligence or an intentional decision to train members of the Chinese Communist Party. There must be accountability.
Tweet 2: 🚨BREAKING NEWS —&gt; We’ve just received updated SATELLITE IMAGES of Communist #China’s upgraded spy bases in Castro’s #Cuba!

Tune in today as I chair a @HomelandGOP hearing to examine this threat just 90 miles from the U.S. mainland. https://t.co/aKYPtXcGlg
Tweet 3: It was great to speak on a panel at the Hill and Valley Forum to highlight the importance of our defense supply chains to maintaining a strategic advantage over China and to raise my concerns about the impact of Trump's tariffs on industries key to our military readiness. https://t.co/2YxHSBLVkG

Topic 18:
Tweet 1: Our Deal Maker in Chief has won once again. 

Last night, the U.S. and Ukraine created a joint reconstruction fund. Which will highly benefit the nation and the American people.

The U.S. will help create lasting peace! https://t.co/B5mDr79otz
Tweet 2: From the start, President Trump has made clear that he would reorientate US foreign policy to put America first. The recently signed mineral deal with Ukraine shows he has delivered. 

What we witnessed today is a far cry from what the world was subject to under the Biden Administration–blank checks and the abject failure to envision an endgame to this horrible, destructive conflict. 

Not only does this deal advance US interests, but it will help deter Russian aggression on the world stage through support for Ukraine, which is a major victory for all who value peace, stability and security.
Tweet 3: I commend President @realDonaldTrump on the signing of this historic mineral deal. It strengthens our strategic partnership with the people of Ukraine and will utilize the U.S. International Development Finance Corporation to support investments there in critical minerals supply chains essential to both our economies. This is how to align foreign assistance with the national security interests of the United States.

As the Trump Administration said: ""This partnership sends a strong message to Russia – the United States has skin in the game, and is committed to Ukraine’s long-term success.”

",split_9_22,split_9_22,unclear,split_9_22
84_8,"art, competition, capitol, winner, school, congressional, student, artwork, high, congratulation","Tweet 1: It was great to welcome this year’s Congressional Art Competition winner, Rachel Taylor from Missoula, to the Capitol.

Her piece, “Montana’s Lion King,” will hang in the Capitol Building for the next year. Congrats, Rachel! https://t.co/lCwhC3swyy
Tweet 2: Welcome Valerie Jacobson, our 2025 Congressional Art Competition winner, to Washington, D.C.! Valerie and Mary, her mother, are spending the day with us, and her incredible artwork will remain on display for a year. https://t.co/keNgixNgvI
Tweet 3: Proud to have Sophia Juviler, winner of the 2025 Congressional Art Competition, in D.C. today! I took her and her family on a Capitol tour and showed them her incredible pencil drawing, “Ethereal Veil,” now on display in the U.S. Capitol for the next year. Mid-Michigan is proud! https://t.co/mvgAeC9wvD
","Topic 21: student, school, great, congratulation, young, award, service, gold, community, honor

Topic 20: art, competition, winner, congressional, capitol, artwork, display, piece, year, congratulation

Topic 19: office, pm, june, hall, town, help, team, hour, rsvp, th

","Topic 21:
Tweet 1: Congratulations to the 414 students from Ross, Hamilton, Badin, and Oak Hills High Schools who earned the ServeOhio Community Impact Award!

Your dedication to service and volunteerism is an inspiration to all of Ohio👏🏼 

https://t.co/X5rbYS6KCM
Tweet 2: Attended the Open House this afternoon for the Barrett-Peake Foundation, which is housed in newly renovated former state headquarters of the Virginia Federation of Colored Women's Clubs, organized in 1907 by Janie Porter Barrett https://t.co/67GhUpNKvd
Tweet 3: Congratulations to the Judy Sare Nursery School at Congregation Tifereth Israel in Bensalem on your 36th Anniversary!

In Judaism, the number 18 represents chai, or “life.” So today, we celebrated double chai—36 years of life, love, and learning that have helped shape not just young minds, but the very heart of this community.

Since 1989, the school has welcomed children of all backgrounds, offering not only top-tier education, but a foundation rooted in kindness, respect, inclusion, and community. 

Thank you to Director Cindy Citron, Congregation President Jesse Sloane, the dedicated team of educators and aides, and the entire Judy Sare community whose dedication and efforts have made this school a cornerstone of the our community. Here’s to 36 years of success, and many more to come—L’chaim!

Topic 20:
Tweet 1: I was so excited to meet with some incredible artists from across the district at this Year's Congressional Art Competition Reception.

To all of the talented students who participated- congratulations! I look forward to continuing to enjoy your work! https://t.co/BpVA2ep6nH
Tweet 2: Congratulations to Marcel, the winner of the 2025 Congressional Art Competition!

It was an honor to welcome him to the Capitol, where his remarkable artwork will now be proudly displayed.

His talent and creativity make #FL28 proud! 🎨🇺🇸 https://t.co/yGsHkjBkcM
Tweet 3: @Heidi_Rasor I’ve had four primaries. No fear here.

Topic 19:
Tweet 1: Countdown is on for my 99th town hall! I’ll be taking your questions on social security along with some special guests. Join us tonight at 6:30 pm! https://t.co/0qGl3zWtml
Tweet 2: The latest edition of my e-newsletter will be sent later today, sign up now to receive the latest news delivered straight to your inbox! https://t.co/Bi079ZLVy3
Tweet 3: Reminder to RSVP for tonight's Fedorchak Forum by 12:00pm CT. 

Sign up here to participate → https://t.co/kTO2atF58R https://t.co/3OdCv66H38

",split_20_21,unclear,disappeared,split_20_21
96_0,"tax, bill, big, medicaid, care, cut, health, beautiful, republicans, one","Tweet 1: I introduced the Protecting Patient Access to Cancer and Complex Therapies Act. This bipartisan legislation seeks to reverse a harmful Biden IRA provision and ensure that patients have continued access to care and the critical drugs they need.

Read my press release:
https://t.co/tksitzhz4O
Tweet 2: Trump’s new tax on gamblers is surprising a lot of people - including some Republicans in Congress who just voted for it!

Maybe if they had read their own bill before rushing it through, Congressional Republicans would actually know what they voted for.
Tweet 3: The One Big Beautiful Bill is a big win for the hardworking, God-fearing, freedom-loving people of West Texas. https://t.co/mwpNmVrCtj
","Topic 6: medicaid, health, care, cut, hospital, republicans, million, big, tax, ugly

Topic 17: tax, beautiful, big, bill, one, tip, overtime, senior, taxis, cut

Topic 0: rescission, cut, public, republicans, package, npr, broadcasting, vote, pbs, billion

","Topic 6:
Tweet 1: A great way to keep Americans healthy is by not kicking 17 million of them off their health care.
Tweet 2: The devastating impacts of President Trump’s Big Beautiful Bill are already happening.

Curtis Medical Center in rural Nebraska announced it will close because of cuts to Medicaid.

Nebraskans will have to find an alternative for their health care.
Tweet 3: Hospitals are already warning they'll close, but Mark Zuckerberg will get tax handouts to buy another island.

Thanks, Donald Trump. https://t.co/kurysFysXE

Topic 17:
Tweet 1: The One Big Beautiful Bill = The largest tax cut in American history! 

That's MORE money back in YOUR pockets.
Tweet 2: I joined my North Carolina colleagues in calling out @NC_Governor’s baseless attacks on @POTUS’s One Big Beautiful Bill.

The bill prevents the largest tax hike in American history, champions policies that result in higher take-home pay, reduces federal spending by $1.3 trillion, boosts military and naval funding, modernizes air traffic control, and permanently increases the child tax credit to $2,200.

Stein is misleading the public for political gain while cheering on what would have been the biggest tax increase in American history.
Tweet 3: The One Big Beautiful Bill rewrites the tax code with one goal: let working Americans keep more of what they earn. https://t.co/TXaFqaIii7

Topic 0:
Tweet 1: #FactCheckFriday Congressional Republicans voted late last night to claw back funding from our allies and local TV and radio stations. They say it is to help us save money and balance our budget.

Fact: Congressional Republicans voted earlier this month to add $5 trillion to our national debt. The money they are clawing back from foreign aid and public broadcasting will hurt our allies and our rural communities yet is not enough to make a dent in the national debt.

Read more for yourself.

https://t.co/Ep0s2ypCuk
Tweet 2: In the Valley, it means cuts at KJZZ and Arizona PBS—two trusted sources for unbiased local reporting.

“We weren't relying on federal dollars for everything we do, but it made everything we do possible.""
https://t.co/HdqerBnknS
Tweet 3: Defend the Taxpayers. Pass the Rescissions. https://t.co/91PVnPmXSa

",split_6_17,split_6_17,disappeared,disappeared
