window1,topic1,topic1_words,window2,successors,successors_words,successors_similarities,coverage_forward,coverage_backward,coverage_sum_forward,coverage_sum_backward,relation,topics_from,topics_from_words,topic_to,topic_to_words,antecedents_similarities
22,13.0,"['christmas', 'tree', 'holiday', 'season', 'light', 'cheer', 'capitol', 'wonderful', 'ornament', 'student']",23,[],[],[],[],[],0.0,0.0,disappeared,,,,,
22,14.0,"['pete', 'hegseth', 'defense', 'military', 'secretary', 'nomination', 'donald', 'department', 'trump', 'lethality']",23,[],[],[],[],[],0.0,0.0,disappeared,,,,,
22,15.0,"['bus', 'rosa', 'movement', 'montgomery', 'boycott', 'parks', 'seat', 'civil', 'protest', 'spark']",23,[],[],[],[],[],0.0,0.0,disappeared,,,,,
22,16.0,"['tune', 'live', 'newsmax', 'join', 'et', 'ct', 'pm', 'wake', 'news', 'episode']",23,[],[],[],[],[],0.0,0.0,disappeared,,,,,
22,17.0,"['farm', 'farmer', 'bill', 'agriculture', 'producer', 'pass', 'rural', 'food', 'crop', 'dairy']",23,[],[],[],[],[],0.0,0.0,disappeared,,,,,
23,0.0,"['work', 'donald', 'trump', 'house', 'act', 'make', 'year', 'president', 'federal', 'people']",24,[],[],[],[],[],0.0,0.0,disappeared,,,,,
23,1.0,"['pearl', 'harbor', 'attack', 'day', 'honor', 'sacrifice', 'remember', 'lose', 'life', 'today']",24,[1],"[['pearl', 'harbor', 'attack', 'remember', 'lose', 'sacrifice', 'day', 'honor', 'life', 'today']]",[1.0],[0.905],[0.905],0.905,0.905,continued,,,,,
24,0.0,"['chairman', 'committee', 'work', 'congratulation', 'forward', 'look', 'friend', 'next', 'chair', 'congress']",25,[0],"[['chairman', 'committee', 'work', 'friend', 'congratulation', 'forward', 'look', 'serve', 'congress', 'next']]",[0.995],[0.803],[0.837],0.803,0.837,continued,,,,,
24,1.0,"['pearl', 'harbor', 'attack', 'remember', 'lose', 'sacrifice', 'day', 'honor', 'life', 'today']",25,[],[],[],[],[],0.0,0.0,disappeared,,,,,
24,2.0,"['bureau', 'investigation', 'of', 'federal', 'joe', 'biden', 'kash', 'patel', 'wray', 'pardon']",25,[5],"[['bureau', 'investigation', 'of', 'federal', 'biden', 'joe', 'kash', 'wray', 'patel', 'pardon']]",[0.993],[0.841],[1.144],0.841,1.144,continued,,,,,
24,3.0,"['defense', 'authorization', 'national', 'act', 'military', 'fy', 'servicemember', 'pay', 'support', 'raise']",25,[1],"[['defense', 'authorization', 'national', 'act', 'military', 'fy', 'servicemember', 'pay', 'support', 'raise']]",[0.999],[0.936],[1.016],0.936,1.016,continued,,,,,
24,4.0,"['syria', 'assad', 'syrian', 'iran', 'israel', 'regime', 'russia', 'hostage', 'hamas', 'vladimir']",25,[6],"[['syria', 'hamas', 'israel', 'ukraine', 'hostage', 'russia', 'terrorist', 'iran', 'vladimir', 'assad']]",[0.972],[0.885],[1.193],0.885,1.193,continued,,,,,
24,5.0,"['holiday', 'christmas', 'season', 'student', 'thank', 'great', 'academy', 'intern', 'office', 'team']",25,[2],"[['holiday', 'wreath', 'season', 'christmas', 'honor', 'thank', 'great', 'sacrifice', 'across', 'volunteer']]",[0.947],[0.562],[0.534],0.562,0.534,continued,,,,,
24,6.0,"['border', 'biden', 'joe', 'kamala', 'illegal', 'harris', 'donald', 'immigration', 'trump', 'wall']",25,[7],"[['border', 'joe', 'biden', 'kamala', 'illegal', 'immigration', 'wall', 'donald', 'trump', 'deportation']]",[0.995],[0.836],[0.962],0.836,0.962,continued,,,,,
24,7.0,"['water', 'resource', 'development', 'lake', 'infrastructure', 'wrda', 'project', 'river', 'pass', 'house']",25,[8],"[['water', 'resource', 'infrastructure', 'development', 'lake', 'project', 'wrda', 'pass', 'house', 'act']]",[0.994],[0.944],[0.839],0.944,0.839,continued,,,,,
24,8.0,"['birthday', 'happy', 'guard', 'always', 'usnationalguard', 'thank', 'national', 'ready', 'nation', 'th']",25,[9],"[['birthday', 'guard', 'happy', 'always', 'usnationalguard', 'national', 'thank', 'ready', 'nation', 'th']]",[0.998],[0.854],[0.925],0.854,0.925,continued,,,,,
24,9.0,"['marriage', 'respect', 'right', 'law', 'sign', 'love', 'respectformarriageact', 'interracial', 'two', 'ago']",25,[16],"[['marriage', 'respect', 'law', 'sign', 'love', 'respectformarriageact', 'interracial', 'two', 'ago', 'sex']]",[0.973],[0.618],[0.931],0.618,0.931,continued,,,,,
24,10.0,"['doge', 'government', 'spending', 'musk', 'debt', 'elon', 'waste', 'work', 'vivekgramaswamy', 'taxpayer']",25,[4],"[['tax', 'doge', 'donald', 'cut', 'government', 'trump', 'billionaire', 'billion', 'business', 'spending']]",[0.97],[0.848],[0.486],0.848,0.486,unclear,,,,,
24,11.0,"['president', 'donald', 'trump', 'realdonaldtrump', 'mandate', 'people', 'american', 'person', 'deliver', 'time']",25,[11],"[['donald', 'president', 'trump', 'realdonaldtrump', 'person', 'american', 'america', 'mandate', 'people', 'time']]",[0.987],[0.821],[0.835],0.821,0.835,continued,,,,,
24,12.0,"['disaster', 'relief', 'hurricane', 'emergency', 'weather', 'helene', 'management', 'help', 'fire', 'farmer']",25,[14],"[['disaster', 'relief', 'emergency', 'hurricane', 'management', 'weather', 'help', 'agency', 'federal', 'helene']]",[0.992],[0.903],[1.022],0.903,1.022,continued,,,,,
24,13.0,"['family', 'prayer', 'loss', 'pray', 'michaelcburgess', 'difficult', 'burgess', 'christine', 'comfort', 'condolence']",25,[],[],[],[],[],0.0,0.0,disappeared,,,,,
24,14.0,"['football', 'championship', 'win', 'army', 'game', 'navy', 'congratulation', 'beatarmy', 'go', 'luck']",25,[10],"[['navy', 'army', 'game', 'football', 'go', 'win', 'championship', 'beatarmy', 'beat', 'team']]",[0.962],[0.824],[0.651],0.824,0.651,continued,,,,,
24,15.0,"['care', 'health', 'hospital', 'child', 'school', 'access', 'mental', 'rural', 'support', 'quality']",25,[13],"[['health', 'care', 'hospital', 'access', 'rural', 'help', 'mental', 'discuss', 'support', 'program']]",[0.985],[0.892],[0.883],0.892,0.883,continued,,,,,
24,16.0,"['child', 'online', 'protect', 'holdtheline', 'pass', 'kosa', 'kid', 'abuse', 'safety', 'elon']",25,[20],"[['child', 'holdtheline', 'abuse', 'online', 'kid', 'institutional', 'kosa', 'safety', 'protect', 'woman']]",[0.958],[0.811],[1.281],0.811,1.281,continued,,,,,
24,17.0,"['drone', 'jersey', 'new', 'threat', 'fly', 'federal', 'security', 'answer', 'sighting', 'activity']",25,[12],"[['drone', 'jersey', 'answer', 'new', 'threat', 'fly', 'federal', 'security', 'sighting', 'activity']]",[0.993],[0.918],[0.655],0.918,0.655,continued,,,,,
24,18.0,"['china', 'communist', 'chinese', 'party', 'threat', 'communism', 'national', 'security', 'act', 'must']",25,[19],"[['china', 'communist', 'chinese', 'party', 'threat', 'national', 'security', 'counter', 'act', 'military']]",[0.987],[0.905],[1.169],0.905,1.169,continued,,,,,
24,19.0,"['medicare', 'health', 'drug', 'care', 'pharmacy', 'cost', 'price', 'affordable', 'healthcare', 'pbm']",25,[15],"[['drug', 'patient', 'care', 'health', 'pharmacy', 'medicare', 'pbm', 'price', 'cost', 'insurance']]",[0.97],[0.829],[0.756],0.829,0.756,continued,,,,,
24,20.0,"['hall', 'town', 'office', 'telephone', 'join', 'mobile', 'host', 'question', 'december', 'pm']",25,[18],"[['hall', 'town', 'december', 'join', 'pm', 'telephone', 'constituent', 'help', 'question', 'agency']]",[0.972],[0.88],[0.88],0.88,0.88,continued,,,,,
24,21.0,"['tune', 'pm', 'et', 'live', 'join', 'foxbusiness', 'podcast', 'come', 'morning', 'rep']",25,[17],"[['tune', 'et', 'pm', 'live', 'join', 'morning', 'come', 'foxbusiness', 'theanswer', 'tomorrow']]",[0.964],[0.893],[0.827],0.893,0.827,continued,,,,,
24,22.0,"['penny', 'daniel', 'justice', 'alvin', 'mental', 'bragg', 'prevail', 'guilty', 'hero', 'health']",25,[],[],[],[],[],0.0,0.0,disappeared,,,,,
24,23.0,"['pete', 'hegseth', 'secretary', 'defense', 'military', 'nominee', 'veteran', 'confirm', 'dod', 'support']",25,[],[],[],[],[],0.0,0.0,disappeared,,,,,
25,0.0,"['chairman', 'committee', 'work', 'friend', 'congratulation', 'forward', 'look', 'serve', 'congress', 'next']",26,[11],"[['committee', 'chairman', 'congratulation', 'work', 'forward', 'look', 'member', 'select', 'serve', 'chair']]",[0.973],[0.663],[1.899],0.663,1.899,continued,,,,,
25,1.0,"['defense', 'authorization', 'national', 'act', 'military', 'fy', 'servicemember', 'pay', 'support', 'raise']",26,[8],"[['defense', 'authorization', 'national', 'military', 'act', 'servicemember', 'senate', 'bill', 'pay', 'fy']]",[0.985],[0.926],[1.705],0.926,1.705,continued,,,,,
25,2.0,"['holiday', 'wreath', 'season', 'christmas', 'honor', 'thank', 'great', 'sacrifice', 'across', 'volunteer']",26,[14],"[['holiday', 'season', 'christmas', 'cheer', 'toy', 'joy', 'annual', 'great', 'spread', 'join']]",[0.939],[0.53],[1.225],0.53,1.225,continued,,,,,
25,3.0,"['gun', 'violence', 'school', 'sandy', 'hook', 'life', 'child', 'madison', 'family', 'community']",26,[1],"[['gun', 'school', 'violence', 'life', 'sandy', 'hook', 'madison', 'shooting', 'child', 'abundant']]",[0.994],[0.797],[0.738],0.797,0.738,continued,,,,,
25,4.0,"['tax', 'doge', 'donald', 'cut', 'government', 'trump', 'billionaire', 'billion', 'business', 'spending']",26,[],[],[],[],[],0.0,0.0,disappeared,,,,,
25,5.0,"['bureau', 'investigation', 'of', 'federal', 'biden', 'joe', 'kash', 'wray', 'patel', 'pardon']",26,[12],"[['investigation', 'bureau', 'of', 'federal', 'kash', 'patel', 'donald', 'trump', 'report', 'doj']]",[0.918],[0.644],[1.214],0.644,1.214,continued,,,,,
25,6.0,"['syria', 'hamas', 'israel', 'ukraine', 'hostage', 'russia', 'terrorist', 'iran', 'vladimir', 'assad']",26,[7],"[['israel', 'hamas', 'ukraine', 'hostage', 'vladimir', 'russia', 'gaza', 'day', 'terrorist', 'iran']]",[0.939],[0.668],[0.912],0.668,0.912,continued,,,,,
25,7.0,"['border', 'joe', 'biden', 'kamala', 'illegal', 'immigration', 'wall', 'donald', 'trump', 'deportation']",26,[2],"[['border', 'joe', 'biden', 'kamala', 'harris', 'wall', 'trump', 'donald', 'administration', 'secure']]",[0.971],[0.865],[0.748],0.865,0.748,continued,,,,,
25,8.0,"['water', 'resource', 'infrastructure', 'development', 'lake', 'project', 'wrda', 'pass', 'house', 'act']",26,[4],"[['water', 'drinking', 'infrastructure', 'clean', 'project', 'resource', 'development', 'safe', 'act', 'protect']]",[0.988],[0.894],[0.817],0.894,0.817,continued,,,,,
25,9.0,"['birthday', 'guard', 'happy', 'always', 'usnationalguard', 'national', 'thank', 'ready', 'nation', 'th']",26,[6],"[['birthday', 'guard', 'happy', 'always', 'usnationalguard', 'national', 'thank', 'ready', 'nation', 'service']]",[0.997],[0.925],[0.938],0.925,0.938,continued,,,,,
25,10.0,"['navy', 'army', 'game', 'football', 'go', 'win', 'championship', 'beatarmy', 'beat', 'team']",26,[9],"[['navy', 'army', 'game', 'football', 'championship', 'beat', 'go', 'state', 'win', 'team']]",[0.994],[0.922],[0.975],0.922,0.975,continued,,,,,
25,11.0,"['donald', 'president', 'trump', 'realdonaldtrump', 'person', 'american', 'america', 'mandate', 'people', 'time']",26,[],[],[],[],[],0.0,0.0,disappeared,,,,,
25,12.0,"['drone', 'jersey', 'answer', 'new', 'threat', 'fly', 'federal', 'security', 'sighting', 'activity']",26,[10],"[['drone', 'answer', 'jersey', 'fly', 'authority', 'sighting', 'threat', 'new', 'activity', 'federal']]",[0.991],[0.95],[1.0],0.95,1.0,continued,,,,,
25,13.0,"['health', 'care', 'hospital', 'access', 'rural', 'help', 'mental', 'discuss', 'support', 'program']",26,[5],"[['veteran', 'health', 'care', 'va', 'robertkennedyjr', 'healthy', 'support', 'service', 'bill', 'make']]",[0.908],[0.638],[0.333],0.638,0.333,disappeared,,,,,
25,14.0,"['disaster', 'relief', 'emergency', 'hurricane', 'management', 'weather', 'help', 'agency', 'federal', 'helene']",26,[3],"[['disaster', 'farmer', 'relief', 'emergency', 'farm', 'hurricane', 'management', 'need', 'assistance', 'help']]",[0.941],[0.846],[0.383],0.846,0.383,disappeared,,,,,
25,15.0,"['drug', 'patient', 'care', 'health', 'pharmacy', 'medicare', 'pbm', 'price', 'cost', 'insurance']",26,[17],"[['drug', 'pbm', 'patient', 'pharmacy', 'price', 'care', 'prescription', 'health', 'cost', 'reform']]",[0.985],[0.878],[0.898],0.878,0.898,continued,,,,,
25,16.0,"['marriage', 'respect', 'law', 'sign', 'love', 'respectformarriageact', 'interracial', 'two', 'ago', 'sex']",26,[13],"[['marriage', 'respect', 'law', 'love', 'sign', 'respectformarriageact', 'interracial', 'two', 'ago', 'sex']]",[0.994],[0.943],[0.796],0.943,0.796,continued,,,,,
25,17.0,"['tune', 'et', 'pm', 'live', 'join', 'morning', 'come', 'foxbusiness', 'theanswer', 'tomorrow']",26,[19],"[['tune', 'live', 'join', 'newsmax', 'foxbusiness', 'maria', 'pm', 'fox', 'foxnew', 'mornings']]",[0.949],[0.679],[0.873],0.679,0.873,continued,,,,,
25,18.0,"['hall', 'town', 'december', 'join', 'pm', 'telephone', 'constituent', 'help', 'question', 'agency']",26,[24],"[['hall', 'town', 'telephone', 'join', 'pm', 'virtual', 'cryptocurrency', 'newsletter', 'wednesday', 'december']]",[0.952],[0.707],[1.06],0.707,1.06,continued,,,,,
25,19.0,"['china', 'communist', 'chinese', 'party', 'threat', 'national', 'security', 'counter', 'act', 'military']",26,[21],"[['china', 'chinese', 'communist', 'party', 'military', 'threat', 'tiktok', 'cyber', 'national', 'security']]",[0.981],[0.985],[1.123],0.985,1.123,continued,,,,,
25,20.0,"['child', 'holdtheline', 'abuse', 'online', 'kid', 'institutional', 'kosa', 'safety', 'protect', 'woman']",26,[23],"[['child', 'abuse', 'institutional', 'parishilton', 'online', 'youth', 'act', 'kid', 'stop', 'residential']]",[0.915],[0.614],[0.686],0.614,0.686,continued,,,,,
25,21.0,"['right', 'freedom', 'constitution', 'ratify', 'amendment', 'billofrightsday', 'bill', 'first', 'ten', 'tea']",26,[22],"[['right', 'freedom', 'constitution', 'amendment', 'ratify', 'billofrightsday', 'bill', 'first', 'liberty', 'ten']]",[0.995],[0.947],[1.0],0.947,1.0,continued,,,,,
26,0.0,"['government', 'musk', 'donald', 'trump', 'elon', 'republicans', 'people', 'shutdown', 'billionaire', 'spending']",27,[],[],[],[],[],0.0,0.0,disappeared,,,,,
26,1.0,"['gun', 'school', 'violence', 'life', 'sandy', 'hook', 'madison', 'shooting', 'child', 'abundant']",27,[5],"[['school', 'gun', 'madison', 'violence', 'life', 'abundant', 'shooting', 'christian', 'heart', 'tragedy']]",[0.984],[0.858],[1.401],0.858,1.401,continued,,,,,
26,2.0,"['border', 'joe', 'biden', 'kamala', 'harris', 'wall', 'trump', 'donald', 'administration', 'secure']",27,[1],"[['biden', 'joe', 'border', 'kamala', 'harris', 'trump', 'donald', 'illegal', 'president', 'administration']]",[0.99],[0.813],[0.731],0.813,0.731,continued,,,,,
26,3.0,"['disaster', 'farmer', 'relief', 'emergency', 'farm', 'hurricane', 'management', 'need', 'assistance', 'help']",27,[4],"[['disaster', 'relief', 'hurricane', 'farmer', 'aid', 'need', 'helene', 'provide', 'assistance', 'bill']]",[0.979],[0.781],[0.902],0.781,0.902,continued,,,,,
26,4.0,"['water', 'drinking', 'infrastructure', 'clean', 'project', 'resource', 'development', 'safe', 'act', 'protect']",27,[3],"[['water', 'infrastructure', 'drinking', 'clean', 'act', 'safe', 'development', 'project', 'resource', 'senate']]",[0.995],[0.909],[0.968],0.909,0.968,continued,,,,,
26,5.0,"['veteran', 'health', 'care', 'va', 'robertkennedyjr', 'healthy', 'support', 'service', 'bill', 'make']",27,[20],"[['veteran', 'va', 'care', 'service', 'benefit', 'dole', 'bill', 'pass', 'mental', 'provide']]",[0.929],[0.633],[1.81],0.633,1.81,continued,,,,,
26,6.0,"['birthday', 'guard', 'happy', 'always', 'usnationalguard', 'national', 'thank', 'ready', 'nation', 'service']",27,"[15, 17]","[['honor', 'hero', 'veteran', 'wreath', 'serve', 'sacrifice', 'cemetery', 'medal', 'vietnam', 'community'], ['space', 'birthday', 'happy', 'spaceforcedod', 'force', 'guardian', 'sempersupra', 'th', 'thank', 'semper']]","[0.752, 0.719]","[0.493, 0.375]","[0.922, 0.75]",0.868,1.672,split,,,,,
26,7.0,"['israel', 'hamas', 'ukraine', 'hostage', 'vladimir', 'russia', 'gaza', 'day', 'terrorist', 'iran']",27,[2],"[['israel', 'hamas', 'hostage', 'vladimir', 'ukraine', 'gaza', 'russia', 'syria', 'day', 'iran']]",[0.978],[0.774],[0.561],0.774,0.561,continued,,,,,
26,8.0,"['defense', 'authorization', 'national', 'military', 'act', 'servicemember', 'senate', 'bill', 'pay', 'fy']",27,[10],"[['defense', 'national', 'authorization', 'military', 'act', 'senate', 'servicemember', 'fy', 'bill', 'raise']]",[0.996],[0.924],[1.119],0.924,1.119,continued,,,,,
26,9.0,"['navy', 'army', 'game', 'football', 'championship', 'beat', 'go', 'state', 'win', 'team']",27,[14],"[['championship', 'football', 'sport', 'state', 'win', 'team', 'coach', 'congratulation', 'ncaa', 'game']]",[0.92],[0.82],[1.25],0.82,1.25,continued,,,,,
26,10.0,"['drone', 'answer', 'jersey', 'fly', 'authority', 'sighting', 'threat', 'new', 'activity', 'federal']",27,[18],"[['drone', 'answer', 'threat', 'fly', 'concern', 'authority', 'federal', 'sighting', 'jersey', 'faa']]",[0.994],[0.965],[1.535],0.965,1.535,continued,,,,,
26,11.0,"['committee', 'chairman', 'congratulation', 'work', 'forward', 'look', 'member', 'select', 'serve', 'chair']",27,[16],"[['chairman', 'committee', 'chair', 'subcommittee', 'serve', 'work', 'vice', 'honor', 'th', 'thank']]",[0.977],[0.872],[1.25],0.872,1.25,continued,,,,,
26,12.0,"['investigation', 'bureau', 'of', 'federal', 'kash', 'patel', 'donald', 'trump', 'report', 'doj']",27,[12],"[['investigation', 'bureau', 'of', 'patel', 'kash', 'federal', 'justice', 'court', 'donald', 'cheney']]",[0.972],[0.913],[1.033],0.913,1.033,continued,,,,,
26,13.0,"['marriage', 'respect', 'law', 'love', 'sign', 'respectformarriageact', 'interracial', 'two', 'ago', 'sex']",27,[],[],[],[],[],0.0,0.0,disappeared,,,,,
26,14.0,"['holiday', 'season', 'christmas', 'cheer', 'toy', 'joy', 'annual', 'great', 'spread', 'join']",27,[8],"[['holiday', 'season', 'christmas', 'gift', 'cheer', 'celebrate', 'local', 'toy', 'time', 'community']]",[0.989],[0.912],[0.823],0.912,0.823,continued,,,,,
26,15.0,"['energy', 'climate', 'gas', 'export', 'lng', 'fuel', 'eeodayri', 'oil', 'year', 'cost']",27,[9],"[['energy', 'climate', 'gas', 'lng', 'export', 'biden', 'joe', 'cost', 'fuel', 'round']]",[0.989],[0.889],[0.8],0.889,0.8,continued,,,,,
26,16.0,"['truth', 'gabby', 'guy', 'rustycanno', 'angel', 'randy', 'mludwig', 'chrisinohio', 'devilfrawg', 'americaninq']",27,[13],"[['truth', 'randy', 'gabby', 'chrisinohio', 'americaninq', 'devilfrawg', 'angel', 'rustycanno', 'guy', 'mludwig']]",[0.965],[0.576],[0.589],0.576,0.589,continued,,,,,
26,17.0,"['drug', 'pbm', 'patient', 'pharmacy', 'price', 'care', 'prescription', 'health', 'cost', 'reform']",27,[],[],[],[],[],0.0,0.0,disappeared,,,,,
26,18.0,"['student', 'friend', 'community', 'thank', 'school', 'intern', 'work', 'education', 'career', 'office']",27,[16],"[['chairman', 'committee', 'chair', 'subcommittee', 'serve', 'work', 'vice', 'honor', 'th', 'thank']]",[0.756],[0.325],[0.342],0.325,0.342,disappeared,,,,,
26,19.0,"['tune', 'live', 'join', 'newsmax', 'foxbusiness', 'maria', 'pm', 'fox', 'foxnew', 'mornings']",27,[19],"[['tune', 'live', 'newsmax', 'join', 'foxbusiness', 'maria', 'mornings', 'with', 'pm', 'morning']]",[0.99],[0.905],[0.864],0.905,0.864,continued,,,,,
26,20.0,"['wreath', 'cemetery', 'honor', 'sacrifice', 'across', 'veteran', 'america', 'hero', 'volunteer', 'serve']",27,[15],"[['honor', 'hero', 'veteran', 'wreath', 'serve', 'sacrifice', 'cemetery', 'medal', 'vietnam', 'community']]",[0.916],[0.983],[0.766],0.983,0.766,continued,,,,,
26,21.0,"['china', 'chinese', 'communist', 'party', 'military', 'threat', 'tiktok', 'cyber', 'national', 'security']",27,[23],"[['china', 'chinese', 'communist', 'party', 'technology', 'tiktok', 'cyber', 'national', 'cybersecurity', 'must']]",[0.986],[0.982],[1.0],0.982,1.0,continued,,,,,
26,22.0,"['right', 'freedom', 'constitution', 'amendment', 'ratify', 'billofrightsday', 'bill', 'first', 'liberty', 'ten']",27,[],[],[],[],[],0.0,0.0,disappeared,,,,,
26,23.0,"['child', 'abuse', 'institutional', 'parishilton', 'online', 'youth', 'act', 'kid', 'stop', 'residential']",27,[21],"[['child', 'abuse', 'institutional', 'parishilton', 'act', 'youth', 'online', 'kid', 'stop', 'protect']]",[0.983],[0.941],[0.774],0.941,0.774,continued,,,,,
26,24.0,"['hall', 'town', 'telephone', 'join', 'pm', 'virtual', 'cryptocurrency', 'newsletter', 'wednesday', 'december']",27,[],[],[],[],[],0.0,0.0,disappeared,,,,,
27,0.0,"['musk', 'elon', 'donald', 'trump', 'billionaire', 'government', 'republicans', 'shutdown', 'shut', 'republican']",28,[],[],[],[],[],0.0,0.0,disappeared,,,,,
27,1.0,"['biden', 'joe', 'border', 'kamala', 'harris', 'trump', 'donald', 'illegal', 'president', 'administration']",28,[],[],[],[],[],0.0,0.0,disappeared,,,,,
27,2.0,"['israel', 'hamas', 'hostage', 'vladimir', 'ukraine', 'gaza', 'russia', 'syria', 'day', 'iran']",28,[],[],[],[],[],0.0,0.0,disappeared,,,,,
27,3.0,"['water', 'infrastructure', 'drinking', 'clean', 'act', 'safe', 'development', 'project', 'resource', 'senate']",28,[],[],[],[],[],0.0,0.0,disappeared,,,,,
27,4.0,"['disaster', 'relief', 'hurricane', 'farmer', 'aid', 'need', 'helene', 'provide', 'assistance', 'bill']",28,[],[],[],[],[],0.0,0.0,disappeared,,,,,
27,5.0,"['school', 'gun', 'madison', 'violence', 'life', 'abundant', 'shooting', 'christian', 'heart', 'tragedy']",28,[],[],[],[],[],0.0,0.0,disappeared,,,,,
27,6.0,"['debt', 'spending', 'ceiling', 'trillion', 'president', 'trump', 'donald', 'limit', 'deficit', 'cr']",28,[],[],[],[],[],0.0,0.0,disappeared,,,,,
27,7.0,"['shutdown', 'government', 'democrats', 'republicans', 'house', 'would', 'statement', 'keep', 'vote', 'avert']",28,[],[],[],[],[],0.0,0.0,disappeared,,,,,
27,8.0,"['holiday', 'season', 'christmas', 'gift', 'cheer', 'celebrate', 'local', 'toy', 'time', 'community']",28,[],[],[],[],[],0.0,0.0,disappeared,,,,,
27,9.0,"['energy', 'climate', 'gas', 'lng', 'export', 'biden', 'joe', 'cost', 'fuel', 'round']",28,[],[],[],[],[],0.0,0.0,disappeared,,,,,
27,10.0,"['defense', 'national', 'authorization', 'military', 'act', 'senate', 'servicemember', 'fy', 'bill', 'raise']",28,[],[],[],[],[],0.0,0.0,disappeared,,,,,
27,11.0,"['social', 'security', 'fairness', 'teacher', 'firefighter', 'benefit', 'servant', 'public', 'earn', 'officer']",28,[],[],[],[],[],0.0,0.0,disappeared,,,,,
27,12.0,"['investigation', 'bureau', 'of', 'patel', 'kash', 'federal', 'justice', 'court', 'donald', 'cheney']",28,[],[],[],[],[],0.0,0.0,disappeared,,,,,
27,13.0,"['truth', 'randy', 'gabby', 'chrisinohio', 'americaninq', 'devilfrawg', 'angel', 'rustycanno', 'guy', 'mludwig']",28,[],[],[],[],[],0.0,0.0,disappeared,,,,,
27,14.0,"['championship', 'football', 'sport', 'state', 'win', 'team', 'coach', 'congratulation', 'ncaa', 'game']",28,[],[],[],[],[],0.0,0.0,disappeared,,,,,
27,15.0,"['honor', 'hero', 'veteran', 'wreath', 'serve', 'sacrifice', 'cemetery', 'medal', 'vietnam', 'community']",28,[],[],[],[],[],0.0,0.0,disappeared,,,,,
27,16.0,"['chairman', 'committee', 'chair', 'subcommittee', 'serve', 'work', 'vice', 'honor', 'th', 'thank']",28,[],[],[],[],[],0.0,0.0,disappeared,,,,,
27,17.0,"['space', 'birthday', 'happy', 'spaceforcedod', 'force', 'guardian', 'sempersupra', 'th', 'thank', 'semper']",28,[],[],[],[],[],0.0,0.0,disappeared,,,,,
27,18.0,"['drone', 'answer', 'threat', 'fly', 'concern', 'authority', 'federal', 'sighting', 'jersey', 'faa']",28,[],[],[],[],[],0.0,0.0,disappeared,,,,,
27,19.0,"['tune', 'live', 'newsmax', 'join', 'foxbusiness', 'maria', 'mornings', 'with', 'pm', 'morning']",28,[],[],[],[],[],0.0,0.0,disappeared,,,,,
27,20.0,"['veteran', 'va', 'care', 'service', 'benefit', 'dole', 'bill', 'pass', 'mental', 'provide']",28,[],[],[],[],[],0.0,0.0,disappeared,,,,,
27,21.0,"['child', 'abuse', 'institutional', 'parishilton', 'act', 'youth', 'online', 'kid', 'stop', 'protect']",28,[],[],[],[],[],0.0,0.0,disappeared,,,,,
27,22.0,"['amazon', 'worker', 'bureaucrat', 'strike', 'teamster', 'wage', 'condition', 'bargain', 'amazonteamster', 'union']",28,[],[],[],[],[],0.0,0.0,disappeared,,,,,
27,23.0,"['china', 'chinese', 'communist', 'party', 'technology', 'tiktok', 'cyber', 'national', 'cybersecurity', 'must']",28,[],[],[],[],[],0.0,0.0,disappeared,,,,,
27,24.0,"['mike', 'johnson', 'speaker', 'deal', 'government', 'musk', 'bipartisan', 'vote', 'bill', 'republicans']",28,[],[],[],[],[],0.0,0.0,disappeared,,,,,
27,25.0,"['doge', 'caucus', 'waste', 'spending', 'meeting', 'government', 'efficient', 'cut', 'join', 'fraud']",28,[],[],[],[],[],0.0,0.0,disappeared,,,,,
28,0.0,"['government', 'donald', 'trump', 'family', 'christmas', 'work', 'bill', 'year', 'president', 'house']",29,[0],"[['christmas', 'family', 'merry', 'year', 'work', 'holiday', 'biden', 'joe', 'one', 'help']]",[0.955],[0.547],[0.989],0.547,0.989,continued,,,,,
28,1.0,"['hanukkah', 'light', 'happy', 'celebrate', 'wish', 'may', 'peace', 'sameach', 'festival', 'chag']",29,[1],"[['hanukkah', 'light', 'happy', 'celebrate', 'wish', 'may', 'sameach', 'peace', 'festival', 'chag']]",[0.999],[0.955],[0.638],0.955,0.638,continued,,,,,
29,0.0,"['christmas', 'family', 'merry', 'year', 'work', 'holiday', 'biden', 'joe', 'one', 'help']",30,[0],"[['year', 'work', 'help', 'congress', 'federal', 'joe', 'biden', 'house', 'new', 'donald']]",[0.923],[0.422],[0.57],0.422,0.57,unclear,,,,,
29,1.0,"['hanukkah', 'light', 'happy', 'celebrate', 'wish', 'may', 'sameach', 'peace', 'festival', 'chag']",30,[3],"[['hanukkah', 'light', 'happy', 'celebrate', 'wish', 'may', 'sameach', 'festival', 'chag', 'jewish']]",[1.0],[0.97],[0.959],0.97,0.959,continued,,,,,
29,2.0,"['kwanzaa', 'celebrate', 'unity', 'day', 'happy', 'wish', 'seven', 'reflection', 'joy', 'may']",30,[4],"[['kwanzaa', 'celebrate', 'unity', 'day', 'seven', 'wish', 'reflection', 'happy', 'joy', 'may']]",[1.0],[0.99],[1.0],0.99,1.0,continued,,,,,
30,0.0,"['year', 'work', 'help', 'congress', 'federal', 'joe', 'biden', 'house', 'new', 'donald']",31,[],[],[],[],[],0.0,0.0,disappeared,,,,,
